BARKLCH01 ,1996,Charles,Barkley,west,N,1,99,,,,,,,,,,,,,,,
BARKLCH01 ,1991,Charles,Barkley,east,N,1,28,12,,,9,1,,,,,14,6,0,0,,
BARKLCH01 ,1990,Charles,Barkley,east,N,1,35,17,,,22,4,,,,,15,7,6,3,,
BARKLCH01 ,1989,Charles,Barkley,east,N,1,22,17,,,4,0,,,,,12,7,3,2,,
BARKLCH01 ,1988,Charles,Barkley,east,N,1,20,17,,,5,0,,,,,11,6,8,5,,
BARKLCH01 ,1987,Charles,Barkley,east,N,1,15,4,,,3,0,,,,,4,1,2,2,,
BARKLCH01 ,1986,Charles,Barkley,east,N,1,16,7,,,4,1,,,,,6,2,6,3,,
BARKLCH01 ,1995,Charles,Barkley,west,N,1,16,8,,,0,1,,,,,6,4,0,0,,
BARKLCH01 ,1994,Charles,Barkley,west,N,1,23,15,,,9,2,,,,,12,7,0,0,,
BARKLCH01 ,1992,Charles,Barkley,east,N,1,34,16,,,4,7,,,,,11,5,7,5,,
BARKSDO01 ,1952,Don,Barksdale,east,N,1,11,1,,,3,2,,,,,1,0,3,1,,
BARNEDI01 ,1967,Dick,Barnett,east,N,1,22,15,,,1,0,,,,,12,7,2,1,,
BARNEMA01 ,1974,Marvin,Barnes,east,A,1,21,16,1,0,1,1,0,0,2,2,13,6,4,4,0,0
BARNEMA01 ,1975,Marvin,Barnes,AllStars,A,1,13,7,,,0,1,,,,3,5,3,1,1,0,0
BARNHLE01 ,1952,Leo,Barnhorst,west,N,1,13,2,,,3,2,,,,,2,1,1,0,,
BARNHLE01 ,1951,Leo,Barnhorst,west,N,1,23,14,,,2,2,,,,,16,7,1,0,,
BARRODA01 ,1994,Dana,Barros,east,N,1,11,5,,,1,3,,,,,5,2,0,0,,
BARRYRI01 ,1977,Rick,Barry,west,N,1,30,15,,,4,5,,,,,17,7,1,1,,
BARRYRI01 ,1976,Rick,Barry,west,N,1,29,18,,,4,8,,,,,16,7,4,4,,
BARRYRI01 ,1975,Rick,Barry,west,N,1,28,17,,,4,2,,,,,15,6,5,5,,
BARRYRI01 ,1974,Rick,Barry,west,N,1,38,22,,,5,8,,,,,20,11,0,0,,
BARRYRI01 ,1973,Rick,Barry,west,N,1,19,8,,,4,3,,,,,6,3,2,2,,
BARRYRI01 ,1972,Rick,Barry,west,N,1,99,,,,,,,,,,,,,,,
BARRYRI01 ,1966,Rick,Barry,west,N,1,34,38,,,6,3,,,,,27,16,8,6,,
BARRYRI01 ,1965,Rick,Barry,west,N,1,17,10,,,2,2,,,,,10,4,4,2,,
BARRYRI01 ,1968,Rick,Barry,west,A,1,12,10,2,1,3,1,,,1,2,9,3,5,4,0,0
BARRYRI01 ,1969,Rick,Barry,west,A,1,27,16,,,7,7,,,,0,12,7,2,2,0,0
BARRYRI01 ,1970,Rick,Barry,east,A,1,17,14,2,0,2,2,,,2,3,6,4,6,6,0,0
BARRYRI01 ,1971,Rick,Barry,east,A,1,26,4,8,4,12,8,,,1,2,10,2,1,0,0,0
BAYLOEL01 ,1969,Elgin,Baylor,west,N,1,26,9,,,7,3,,,,,9,2,7,5,,
BAYLOEL01 ,1968,Elgin,Baylor,west,N,1,32,21,,,9,5,,,,,13,5,12,11,,
BAYLOEL01 ,1967,Elgin,Baylor,west,N,1,27,22,,,6,1,,,,,13,8,7,6,,
BAYLOEL01 ,1966,Elgin,Baylor,west,N,1,20,20,,,5,5,,,,,14,8,4,4,,
BAYLOEL01 ,1964,Elgin,Baylor,west,N,1,27,18,,,7,0,,,,,13,5,8,8,,
BAYLOEL01 ,1963,Elgin,Baylor,west,N,1,29,15,,,8,5,,,,,15,5,11,5,,
BAYLOEL01 ,1962,Elgin,Baylor,west,N,1,36,17,,,14,7,,,,,15,4,13,9,,
BAYLOEL01 ,1961,Elgin,Baylor,west,N,1,37,32,,,9,4,,,,,23,10,14,12,,
BAYLOEL01 ,1960,Elgin,Baylor,west,N,1,27,15,,,10,4,,,,,11,3,10,9,,
BAYLOEL01 ,1959,Elgin,Baylor,west,N,1,28,25,,,13,3,,,,,18,10,7,5,,
BAYLOEL01 ,1958,Elgin,Baylor,west,N,1,32,24,,,11,1,,,,,20,10,5,4,,
BEARDBU01 ,1971,Butch,Beard,east,N,1,7,3,,,1,0,,,,,4,1,1,1,,
BEARDRA01 ,1950,Ralph,Beard,west,N,1,0,6,,,3,2,,,,,8,3,3,0,,
BEASLJO01 ,1967,John,Beasley,west,A,1,24,9,3,1,4,0,,,0,5,9,4,1,1,0,0
BEASLJO01 ,1968,John,Beasley,west,A,1,29,19,9,5,14,2,,,2,5,12,8,3,3,0,0
BEASLJO01 ,1969,John,Beasley,west,A,1,18,11,,,8,0,,,,5,7,5,0,0,1,1
BEATTZE01 ,1967,Zelmo,Beatty,west,N,1,30,6,,,10,1,,,,,11,2,2,2,,
BEATTZE01 ,1965,Zelmo,Beatty,west,N,1,24,10,,,18,1,,,,,11,0,13,10,,
BEATYZE01 ,1970,Zelmo,Beaty,west,A,1,27,12,6,2,8,3,,,4,4,11,5,3,2,0,0
BEATYZE01 ,1971,Zelmo,Beaty,west,A,1,27,15,4,3,7,0,,,4,4,11,7,1,1,0,0
BEATYZE01 ,1972,Zelmo,Beaty,west,A,1,15,6,4,0,4,1,1,2,1,1,6,3,0,0,0,0
BECKBY01  ,1968,Byron,Beck,west,A,1,27,14,7,3,10,1,,,1,3,13,7,0,0,0,0
BECKBY01  ,1975,Byron,Beck,Denver,A,1,20,14,,,4,0,,,,3,11,6,2,2,0,0
BECKEAR01 ,1967,Arthur,Becker,west,A,1,19,11,2,3,5,0,,,2,1,13,5,1,1,0,0
BECKEAR01 ,1971,Arthur,Becker,west,A,1,9,0,0,0,0,1,,,1,0,2,0,0,0,0,0
BELLAWA01 ,1964,Walt,Bellamy,west,N,1,17,12,,,5,1,,,,,5,4,4,4,,
BELLAWA01 ,1963,Walt,Bellamy,west,N,1,23,11,,,7,0,,,,,11,4,5,3,,
BELLAWA01 ,1962,Walt,Bellamy,west,N,1,14,2,,,1,2,,,,,4,1,2,0,,
BELLAWA01 ,1961,Walt,Bellamy,west,N,1,29,23,,,17,1,,,,,18,10,8,3,,
BINGDA01  ,1974,Dave,Bing,west,N,1,12,2,,,0,1,,,,,2,0,2,2,,
BINGDA01  ,1973,Dave,Bing,west,N,1,16,5,,,6,2,,,,,9,2,1,1,,
BINGDA01  ,1972,Dave,Bing,west,N,1,19,2,,,3,0,,,,,4,0,2,2,,
BINGDA01  ,1970,Dave,Bing,west,N,1,19,4,,,2,2,,,,,7,2,0,0,,
BINGDA01  ,1968,Dave,Bing,east,N,1,13,3,,,0,3,,,,,3,1,1,1,,
BINGDA01  ,1967,Dave,Bing,east,N,1,20,9,,,2,4,,,,,7,4,1,1,,
BINGDA01  ,1975,Dave,Bing,east,N,1,26,16,,,3,4,,,,,11,7,2,2,,
BIRDLA01  ,1991,Larry,Bird,east,N,1,99,,,,,,,,,,,,,,,
BIRDLA01  ,1990,Larry,Bird,east,N,1,99,,,,,,,,,,,,,,,
BIRDLA01  ,1989,Larry,Bird,east,N,1,23,8,,,8,3,,,,,8,3,2,2,,
BIRDLA01  ,1987,Larry,Bird,east,N,1,32,6,,,7,1,,,,,8,2,2,2,,
BIRDLA01  ,1986,Larry,Bird,east,N,1,35,18,,,6,5,,,,,18,7,4,4,,
BIRDLA01  ,1985,Larry,Bird,east,N,1,35,23,,,8,5,,,,,18,8,6,5,,
BIRDLA01  ,1984,Larry,Bird,east,N,1,31,21,,,8,2,,,,,16,8,6,5,,
BIRDLA01  ,1983,Larry,Bird,east,N,1,33,16,,,7,3,,,,,18,6,4,4,,
BIRDLA01  ,1982,Larry,Bird,east,N,1,29,14,,,13,7,,,,,14,7,0,0,,
BIRDLA01  ,1981,Larry,Bird,east,N,1,18,2,,,4,3,,,,,5,1,0,0,,
BIRDLA01  ,1980,Larry,Bird,east,N,1,18,2,,,4,3,,,,,5,1,0,0,,
BIRDLA01  ,1979,Larry,Bird,east,N,1,23,7,,,6,7,,,,,6,3,0,0,,
BIRDSOT01 ,1981,Otis,Birdsong,west,N,1,12,1,,,1,1,,,,,3,0,2,1,,
BIRDSOT01 ,1980,Otis,Birdsong,west,N,1,12,1,,,1,1,,,,,3,0,2,1,,
BIRDSOT01 ,1979,Otis,Birdsong,west,N,1,14,2,,,0,0,,,,,2,1,0,0,,
BIRDSOT01 ,1978,Otis,Birdsong,west,N,1,14,9,,,2,0,,,,,6,4,2,1,,
BIRDSOT01 ,1983,Otis,Birdsong,east,N,1,12,2,,,3,1,,,,,5,1,0,0,,
BLACKRO01 ,1989,Rolando,Blackman,west,N,1,21,15,,,2,2,,,,,9,7,1,1,,
BLACKRO01 ,1986,Rolando,Blackman,west,N,1,22,29,,,4,1,,,,,15,9,13,11,,
BLACKRO01 ,1985,Rolando,Blackman,west,N,1,22,12,,,4,8,,,,,11,6,0,0,,
BLACKRO01 ,1984,Rolando,Blackman,west,N,1,23,15,,,3,2,,,,,14,7,2,1,,
BLAYLMO01 ,1993,Mookie,Blaylock,east,N,1,16,5,,,1,2,,,,,5,2,0,0,,
BLOCKJO01 ,1972,John,Block,east,N,1,5,4,,,2,0,,,,,4,2,0,0,,
BOONERO01 ,1970,Ron,Boone,west,A,1,4,6,2,0,2,0,,,1,0,4,2,3,2,0,0
BOONERO01 ,1973,Ron,Boone,west,A,1,24,15,0,3,3,5,1,0,0,1,13,7,0,0,2,1
BOONERO01 ,1974,Ron,Boone,west,A,1,23,10,2,0,2,2,1,2,2,4,8,4,2,2,0,0
BOONERO01 ,1975,Ron,Boone,AllStars,A,1,16,10,,,3,2,,,,1,11,5,0,0,0,0
BOOZEBO01 ,1967,Bob,Boozer,west,N,1,19,4,,,5,0,,,,,5,2,0,0,,
BORYLVI01 ,1950,Vince,Boryla,east,N,1,0,9,,,2,2,,,,,6,4,1,1,,
BRADLBI01 ,1972,Bill,Bradley,east,N,1,12,4,,,1,0,,,,,5,2,0,0,,
BRANDEL01 ,2001,Elton,Brand,west,N,1,19,6,5,5,10,1,0,1,2,2,5,3,0,0,0,0
BRANDTE01 ,1996,Terrell,Brandon,east,N,1,17,10,2,1,3,8,2,0,0,2,11,4,0,0,4,2
BRANDTE01 ,1995,Terrell,Brandon,east,N,1,20,11,,,1,3,,,,,10,4,2,2,,
BRAUNCA01 ,1956,Carl,Braun,east,N,1,24,10,,,3,2,,,,,9,4,2,2,,
BRAUNCA01 ,1955,Carl,Braun,east,N,1,99,,,,,,,,,,,,,,,
BRAUNCA01 ,1954,Carl,Braun,east,N,1,16,8,,,2,2,,,,,6,4,0,0,,
BRAUNCA01 ,1953,Carl,Braun,east,N,1,29,9,,,4,2,,,,,8,4,1,1,,
BRAUNCA01 ,1952,Carl,Braun,east,N,1,21,3,,,3,2,,,,,4,1,1,1,,
BRIANFR01 ,1951,Frank,Brian,west,N,1,25,13,,,7,4,,,,,10,4,6,5,,
BRIANFR01 ,1950,Frank,Brian,west,N,1,0,14,,,6,3,,,,,14,5,5,4,,
BRIDGBI01 ,1969,Bill,Bridges,west,N,1,15,5,,,4,2,,,,,2,2,5,1,,
BRIDGBI01 ,1967,Bill,Bridges,west,N,1,21,15,,,7,1,,,,,9,7,4,1,,
BRIDGBI01 ,1966,Bill,Bridges,west,N,1,17,8,,,3,3,,,,,5,4,2,0,,
BRISKJO01 ,1970,John,Brisker,east,A,1,27,15,11,6,17,1,,,2,3,19,5,7,5,1,0
BRISKJO01 ,1971,John,Brisker,east,A,1,21,8,2,3,5,3,,,1,1,10,3,3,2,1,0
BROWNFR01 ,1975,Fred,Brown,west,N,1,24,14,,,0,1,,,,,13,7,0,0,,
BROWNLA01 ,1967,Larry,Brown,west,A,1,22,17,3,0,3,5,,,4,2,9,7,1,1,2,2
BROWNLA01 ,1968,Larry,Brown,west,A,1,25,5,0,0,0,7,,,7,2,7,1,5,3,1,0
BROWNLA01 ,1969,Larry,Brown,west,A,1,15,3,,,3,3,,,,1,2,0,3,3,0,0
BROWNRO01 ,1967,Roger,Brown,east,A,1,27,12,2,2,4,2,,,3,3,15,5,2,2,1,0
BROWNRO01 ,1969,Roger,Brown,east,A,1,28,15,,,6,2,,,,4,10,5,6,5,0,0
BROWNRO01 ,1970,Roger,Brown,west,A,1,28,12,2,1,3,3,,,4,4,11,3,8,6,2,0
BROWNRO01 ,1971,Roger,Brown,west,A,1,25,4,5,1,6,2,,,2,3,7,2,1,0,2,0
BROWNRO02 ,1975,Roger,Brown,Denver,A,1,9,4,,,3,3,,,,1,2,2,0,0,0,0
BRYANKO01 ,2003,Kobe,Bryant,west,N,1,36,20,3,1,4,4,5,1,6,3,12,9,1,0,3,2
BRYANKO01 ,2002,Kobe,Bryant,west,N,1,36,22,5,2,7,6,3,2,5,5,17,8,6,3,5,3
BRYANKO01 ,2001,Kobe,Bryant,west,N,1,30,31,3,2,5,5,1,0,0,2,25,12,7,7,4,0
BRYANKO01 ,2000,Kobe,Bryant,west,N,1,30,19,2,2,4,7,1,0,3,3,17,9,0,0,2,1
BRYANKO01 ,1999,Kobe,Bryant,west,N,1,28,15,0,1,1,3,2,0,1,3,16,7,0,0,4,1
BRYANKO01 ,1997,Kobe,Bryant,west,N,1,22,18,4,2,6,1,2,0,1,1,16,7,2,2,3,2
BUNCELA01 ,1967,Larry,Bunce,west,A,1,7,3,0,0,0,0,,,0,0,2,1,1,1,0,0
BUSEDO01  ,1976,Don,Buse,west,N,1,19,4,,,2,5,,,,,4,2,0,0,,
BUSEDO01  ,1975,Don,Buse,AllStars,A,1,14,5,,,1,3,,,,0,5,2,0,0,2,1
CALDWJO01 ,1969,Joe,Caldwell,west,N,1,19,13,,,7,1,,,,,11,5,4,3,,
CALDWJO01 ,1968,Joe,Caldwell,west,N,1,23,12,,,4,3,,,,,9,6,1,0,,
CALDWJO01 ,1970,Joe,Caldwell,east,A,1,32,21,5,3,8,3,,,1,3,19,10,3,1,0,0
CALDWJO01 ,1972,Joe,Caldwell,east,A,1,23,7,5,0,5,2,1,1,7,2,5,3,1,1,0,0
CALVIMA01 ,1970,Mack,Calvin,east,A,1,20,8,3,1,4,4,,,0,2,7,2,7,3,2,1
CALVIMA01 ,1971,Mack,Calvin,east,A,1,14,10,2,0,2,4,,,2,4,7,4,2,2,0,0
CALVIMA01 ,1972,Mack,Calvin,east,A,1,23,13,0,2,2,8,1,0,4,5,8,3,7,7,0,0
CALVIMA01 ,1973,Mack,Calvin,east,A,1,27,8,2,0,2,11,1,0,3,3,10,3,3,2,0,0
CALVIMA01 ,1974,Mack,Calvin,west,A,1,28,17,2,1,3,7,1,0,4,2,16,4,10,9,1,0
CARRAU01  ,1973,Austin,Carr,east,N,1,5,0,,,1,0,,,,,4,0,0,0,,
CARRIDA01 ,1967,Darel,Carrier,east,A,1,21,8,1,1,2,1,,,3,3,10,3,2,2,3,0
CARRIDA01 ,1968,Darel,Carrier,east,A,1,26,19,3,1,4,5,,,2,3,12,5,10,8,4,1
CARRIDA01 ,1969,Darel,Carrier,east,A,1,10,2,,,1,0,,,,2,4,0,3,2,2,0
CARROJO01 ,1986,Joe,Carroll,west,N,1,18,4,,,6,0,,,,,7,1,2,2,,
CARTEGE01 ,1970,George,Carter,east,A,1,8,4,2,0,2,0,,,2,2,3,2,2,0,0,0
CARTEVI01 ,2003,Vince,Carter,east,N,1,16,11,1,1,2,0,2,0,2,1,7,5,0,0,3,1
CARTEVI01 ,2002,Vince,Carter,east,N,1,25,9,0,1,1,2,0,0,1,1,9,4,0,0,1,1
CARTEVI01 ,2001,Vince,Carter,east,N,1,99,,,,,,,,,,,,,,,
CARTEVI01 ,2000,Vince,Carter,east,N,1,24,16,2,1,3,4,1,1,3,1,18,7,1,1,4,1
CARTEVI01 ,1999,Vince,Carter,east,N,1,28,12,2,2,4,2,2,0,2,0,11,6,0,0,2,0
CARTWBI01 ,1979,Bill,Cartwright,east,N,1,14,8,,,3,1,,,,,8,4,0,0,,
CASSESA01 ,2003,Sam,Cassell,west,N,1,13,4,1,0,1,7,1,0,1,0,3,2,0,0,0,0
CEBALCE01 ,1994,Cedric,Ceballos,west,N,1,99,,,,,,,,,,,,,,,
CHAMBTO01 ,1990,Tom,Chambers,west,N,1,18,8,,,4,1,,,,,11,4,0,0,,
CHAMBTO01 ,1989,Tom,Chambers,west,N,1,21,21,,,3,1,,,,,12,8,7,5,,
CHAMBTO01 ,1988,Tom,Chambers,west,N,1,16,14,,,5,1,,,,,8,4,6,6,,
CHAMBTO01 ,1986,Tom,Chambers,west,N,1,29,34,,,4,2,,,,,25,13,9,6,,
CHAMBWI01 ,1972,Wilt,Chamberlain,west,N,1,22,2,,,7,3,,,,,2,1,0,0,,
CHAMBWI01 ,1971,Wilt,Chamberlain,west,N,1,24,8,,,10,3,,,,,3,3,8,2,,
CHAMBWI01 ,1970,Wilt,Chamberlain,west,N,1,18,2,,,8,5,,,,,1,1,0,0,,
CHAMBWI01 ,1968,Wilt,Chamberlain,west,N,1,27,4,,,12,2,,,,,3,2,1,0,,
CHAMBWI01 ,1967,Wilt,Chamberlain,east,N,1,25,7,,,7,6,,,,,4,3,4,1,,
CHAMBWI01 ,1966,Wilt,Chamberlain,east,N,1,39,14,,,22,4,,,,,7,6,5,2,,
CHAMBWI01 ,1965,Wilt,Chamberlain,east,N,1,25,21,,,9,3,,,,,11,8,9,5,,
CHAMBWI01 ,1961,Wilt,Chamberlain,east,N,1,37,42,,,24,1,,,,,23,17,16,8,,
CHAMBWI01 ,1960,Wilt,Chamberlain,east,N,1,38,12,,,18,5,,,,,8,2,15,8,,
CHAMBWI01 ,1959,Wilt,Chamberlain,east,N,1,30,23,,,25,2,,,,,20,9,7,5,,
CHAMBWI01 ,1964,Wilt,Chamberlain,west,N,1,31,20,,,16,1,,,,,15,9,8,2,,
CHAMBWI01 ,1963,Wilt,Chamberlain,west,N,1,37,19,,,20,1,,,,,14,4,14,11,,
CHAMBWI01 ,1962,Wilt,Chamberlain,west,N,1,35,17,,,19,0,,,,,11,7,7,3,,
CHAPPLE01 ,1963,Len,Chappell,east,N,1,12,4,,,1,2,,,,,5,1,2,2,,
CHEEKMA01 ,1986,Maurice,Cheeks,east,N,1,8,4,,,0,0,,,,,2,1,2,2,,
CHEEKMA01 ,1985,Maurice,Cheeks,east,N,1,14,6,,,0,2,,,,,6,3,0,0,,
CHEEKMA01 ,1982,Maurice,Cheeks,east,N,1,18,6,,,1,1,,,,,8,3,0,0,,
CHEEKMA01 ,1987,Maurcie,Cheeks,east,N,1,4,0,,,2,1,,,,,0,0,0,0,,
CHENIPH01 ,1973,Phil,Chenier,east,N,1,13,7,,,2,1,,,,,6,3,2,1,,
CHENIPH01 ,1976,Phil,Chenier,east,N,1,12,6,,,1,1,,,,,6,3,0,0,,
CHENIPH01 ,1974,Phil,Chenier,east,N,1,23,9,,,2,1,,,,,8,4,2,1,,
CLARKAR01 ,1971,Archie,Clark,east,N,1,21,8,,,1,6,,,,,5,2,4,4,,
CLARKAR01 ,1967,Archie,Clark,west,N,1,15,17,,,0,3,,,,,8,5,7,7,,
CLIFTNA01 ,1956,Nat,Clifton,east,N,1,23,8,,,11,3,,,,,11,4,0,0,,
COLEMDE01 ,1993,Derrick,Coleman,east,N,1,18,2,,,3,1,,,,,6,1,0,0,,
COLEMJA01 ,1954,Jack,Coleman,west,N,1,19,6,,,6,1,,,,,8,2,3,2,,
COLLIDO01 ,1977,Doug,Collins,east,N,1,27,14,,,5,8,,,,,8,3,11,8,,
COLLIDO01 ,1978,Doug,Collins,east,N,1,99,,,,,,,,,,,,,,,
COLLIDO01 ,1976,Doug,Collins,east,N,1,21,8,,,2,6,,,,,6,3,2,2,,
COLLIDO01 ,1975,Doug,Collins,east,N,1,20,12,,,6,3,,,,,10,5,2,2,,
COMBSGL01 ,1969,Glen,Combs,west,A,1,12,10,,,3,1,,,,2,6,4,0,0,4,2
COMBSGL01 ,1970,Glen,Combs,west,A,1,17,2,1,0,1,2,,,0,2,7,1,2,0,2,0
COMBSGL01 ,1971,Glen,Combs,west,A,1,18,2,0,0,0,3,,,2,0,8,1,0,0,3,0
COSTELA01 ,1964,Larry,Costello,east,N,1,11,4,,,1,2,,,,,7,2,0,0,,
COSTELA01 ,1961,Larry,Costello,east,N,1,99,,,,,,,,,,,,,,,
COSTELA01 ,1960,Larry,Costello,east,N,1,5,2,,,0,0,,,,,2,1,0,0,,
COSTELA01 ,1959,Larry,Costello,east,N,1,20,10,,,4,2,,,,,9,5,0,0,,
COSTELA01 ,1958,Larry,Costello,east,N,1,18,7,,,3,3,,,,,8,3,1,1,,
COSTELA01 ,1957,Larry,Costello,east,N,1,17,1,,,1,4,,,,,6,0,1,1,,
COUSYBO01 ,1950,Bob,Cousy,east,N,1,0,8,,,9,8,,,,,12,2,5,4,,
COUSYBO01 ,1962,Bob,Cousy,east,N,1,25,8,,,4,6,,,,,11,4,0,0,,
COUSYBO01 ,1961,Bob,Cousy,east,N,1,31,11,,,6,8,,,,,13,4,4,3,,
COUSYBO01 ,1960,Bob,Cousy,east,N,1,33,4,,,0,8,,,,,11,2,0,0,,
COUSYBO01 ,1959,Bob,Cousy,east,N,1,26,2,,,5,8,,,,,7,1,0,0,,
COUSYBO01 ,1958,Bob,Cousy,east,N,1,32,13,,,5,4,,,,,8,4,6,5,,
COUSYBO01 ,1957,Bob,Cousy,east,N,1,31,20,,,5,10,,,,,20,8,6,4,,
COUSYBO01 ,1956,Bob,Cousy,east,N,1,28,10,,,5,7,,,,,14,4,2,2,,
COUSYBO01 ,1955,Bob,Cousy,east,N,1,24,7,,,7,2,,,,,8,2,4,3,,
COUSYBO01 ,1954,Bob,Cousy,east,N,1,35,20,,,9,5,,,,,14,7,7,6,,
COUSYBO01 ,1953,Bob,Cousy,east,N,1,34,20,,,11,4,,,,,15,6,8,8,,
